Date,FII Gross Purchase (Rs. Cr),FII Gross Sales (Rs. Cr),DII Gross Purchase (Rs. Cr),DII Gross Sales (Rs. Cr),FII Net (Rs. Cr),DII Net (Rs. Cr)
11-May-2011,8108.74,6757.02,4230.47,3399.45,1351.72,831.02
12-May-2011,2451.29,6360.35,1782.38,2961.4,-3909.06,-1179.02
13-May-2011,2185.72,4789.1,4153.79,3197.39,-2603.38,956.4
16-May-2011,7718.78,4907.62,2769.08,3097.55,2811.16,-328.47
17-May-2011,3759.73,4819.23,6226.45,2837.47,-1059.5,3388.98
18-May-2011,2467.54,3357.17,5126.19,6515.76,-889.63,-1389.57
19-May-2011,12259.74,7175.34,2869.95,2928.85,5084.4,-58.9
20-May-2011,3965.23,3185.47,5791.37,4105.59,779.76,1685.78
23-May-2011,4532.93,5113.96,3505.76,3017.75,-581.03,488.01
24-May-2011,2708.31,5834.06,2710.63,1513.26,-3125.75,1197.37
25-May-2011,7256.61,6887.33,5293.77,4972.85,369.28,320.92
26-May-2011,2459.3,11087.97,4308.44,3639.41,-8628.67,669.03
27-May-2011,7194.02,1592.64,6322.74,3589.08,5601.38,2733.66
30-May-2011,4046.79,7688.31,5409.06,3003.6,-3641.52,2405.46
31-May-2011,4293.67,7471.96,5255.04,5037.55,-3178.29,217.49
01-Jun-2011,4938.54,4147.11,5007.23,3899.65,791.43,1107.58
02-Jun-2011,8647.47,3591.42,1597.0,3795.15,5056.05,-2198.15
03-Jun-2011,3704.39,5268.84,3053.73,5422.78,-1564.45,-2369.05
06-Jun-2011,4698.89,3976.13,2362.02,4158.87,722.76,-1796.85
07-Jun-2011,5237.48,4336.7,2921.72,4992.63,900.78,-2070.91
08-Jun-2011,3906.47,2131.5,2694.53,3216.11,1774.97,-521.58
09-Jun-2011,2675.93,4830.64,4470.82,2788.73,-2154.71,1682.09
10-Jun-2011,4532.0,2900.87,4031.36,5553.06,1631.13,-1521.7
13-Jun-2011,4145.6,5696.19,4374.44,2719.14,-1550.59,1655.3
14-Jun-2011,5047.65,8676.4,2774.27,3036.53,-3628.75,-262.26
15-Jun-2011,3410.64,4343.13,6443.1,2545.12,-932.49,3897.98
16-Jun-2011,5644.09,6332.03,2825.6,2550.85,-687.94,274.75
17-Jun-2011,5316.16,5046.44,6652.82,3430.79,269.72,3222.03
20-Jun-2011,7317.39,4351.64,1891.81,2787.01,2965.75,-895.2
21-Jun-2011,1950.54,5954.42,7274.65,4142.64,-4003.88,3132.01
22-Jun-2011,2684.38,7001.85,4127.35,5511.08,-4317.47,-1383.73
23-Jun-2011,4746.15,2647.49,2376.79,3711.1,2098.66,-1334.31
24-Jun-2011,3258.71,4913.2,3134.42,3088.55,-1654.49,45.87
27-Jun-2011,5250.92,5212.24,2397.45,3017.45,38.68,-620.0
28-Jun-2011,4574.26,2329.83,4693.23,3156.97,2244.43,1536.26
29-Jun-2011,2037.17,3874.68,2321.64,5843.34,-1837.51,-3521.7
30-Jun-2011,2465.06,13945.84,2666.71,3597.32,-11480.78,-930.61
01-Jul-2011,5174.59,6480.89,6981.16,5045.47,-1306.3,1935.69
04-Jul-2011,5264.43,2023.73,2443.64,2111.11,3240.7,332.53
05-Jul-2011,5078.1,2966.51,3806.53,6948.21,2111.59,-3141.68
06-Jul-2011,6931.21,3947.73,2225.9,3759.54,2983.48,-1533.64
07-Jul-2011,2013.34,3538.69,3725.31,1067.2,-1525.35,2658.11
08-Jul-2011,3746.33,4931.41,5195.58,3113.6,-1185.08,2081.98
11-Jul-2011,9291.53,3395.17,2769.08,2814.25,5896.36,-45.17
12-Jul-2011,3769.84,2688.4,2300.24,2213.95,1081.44,86.29
13-Jul-2011,5479.06,3653.4,7331.21,3030.0,1825.66,4301.21
14-Jul-2011,3479.84,3903.06,3340.88,5187.96,-423.22,-1847.08
15-Jul-2011,2933.78,4444.92,2368.13,3356.88,-1511.14,-988.75
18-Jul-2011,5238.87,3359.8,2259.18,3006.12,1879.07,-746.94
19-Jul-2011,7127.56,3115.56,4815.65,3121.16,4012.0,1694.49
20-Jul-2011,4968.08,6561.11,1277.12,1948.28,-1593.03,-671.16
21-Jul-2011,7191.03,2048.13,5218.86,4015.25,5142.9,1203.61
22-Jul-2011,3911.27,2646.94,2780.73,4677.23,1264.33,-1896.5
25-Jul-2011,6327.37,8587.38,5987.79,3893.66,-2260.01,2094.13
26-Jul-2011,7685.4,5683.34,3885.9,4460.39,2002.06,-574.49
27-Jul-2011,3015.87,4221.94,3642.52,2105.23,-1206.07,1537.29
28-Jul-2011,6131.18,5787.24,4404.94,4282.89,343.94,122.05
29-Jul-2011,6100.68,4512.32,2687.97,3560.01,1588.36,-872.04
01-Aug-2011,2138.08,1648.06,5521.89,2945.68,490.02,2576.21
02-Aug-2011,6700.43,1954.57,2770.52,3512.79,4745.86,-742.27
03-Aug-2011,6061.49,3405.48,5346.3,3807.42,2656.01,1538.88
04-Aug-2011,3370.79,3202.9,3304.31,3341.81,167.89,-37.5
05-Aug-2011,6436.83,4476.52,7111.79,3773.93,1960.31,3337.86
08-Aug-2011,3595.75,3691.17,2838.21,2992.56,-95.42,-154.35
09-Aug-2011,5535.97,5145.83,3415.7,3083.55,390.14,332.15
10-Aug-2011,4966.91,5764.31,4302.29,3014.88,-797.4,1287.41
11-Aug-2011,1780.96,5516.93,3924.05,2479.05,-3735.97,1445.0
12-Aug-2011,7916.42,3546.64,5588.64,4714.75,4369.78,873.89
15-Aug-2011,3521.4,6497.8,5253.19,3254.86,-2976.4,1998.33
16-Aug-2011,5017.07,2941.67,2518.86,4178.78,2075.4,-1659.92
17-Aug-2011,5818.65,6317.8,3350.43,6239.82,-499.15,-2889.39
18-Aug-2011,4003.34,5711.86,4208.87,1960.32,-1708.52,2248.55
19-Aug-2011,3143.11,3778.49,2721.57,4438.66,-635.38,-1717.09
22-Aug-2011,9035.64,5787.19,2069.34,3431.5,3248.45,-1362.16
23-Aug-2011,6279.67,6180.57,3450.51,2764.45,99.1,686.06
24-Aug-2011,3430.97,3376.01,2763.13,3847.75,54.96,-1084.62
25-Aug-2011,1970.08,8918.09,6141.68,6367.53,-6948.01,-225.85
26-Aug-2011,5218.55,4595.67,3721.73,5620.71,622.88,-1898.98
29-Aug-2011,8233.03,3716.45,3496.42,2100.71,4516.58,1395.71
30-Aug-2011,1874.65,3713.57,3812.23,9198.0,-1838.92,-5385.77
31-Aug-2011,5975.36,8765.37,3779.72,5061.3,-2790.01,-1281.58
01-Sep-2011,5702.97,5634.4,2072.79,1425.79,68.57,647.0
02-Sep-2011,3270.06,2838.1,4253.91,2508.11,431.96,1745.8
05-Sep-2011,2233.85,1437.21,4874.58,3492.68,796.64,1381.9
06-Sep-2011,4602.01,3330.52,5333.82,4191.79,1271.49,1142.03
07-Sep-2011,3738.8,4415.42,7198.57,3495.45,-676.62,3703.12
08-Sep-2011,3744.57,5320.11,1805.11,4923.05,-1575.54,-3117.94
09-Sep-2011,2181.19,7184.56,4127.99,1856.55,-5003.37,2271.44
12-Sep-2011,2786.89,5854.53,4626.08,2282.22,-3067.64,2343.86
13-Sep-2011,9242.4,6868.58,3720.6,2137.7,2373.82,1582.9
14-Sep-2011,2494.63,4666.74,3898.25,4426.65,-2172.11,-528.4
15-Sep-2011,4609.22,4066.9,4584.08,4660.84,542.32,-76.76
16-Sep-2011,4331.8,3599.79,6738.18,5183.41,732.01,1554.77
19-Sep-2011,2531.61,5053.85,5664.29,2486.76,-2522.24,3177.53
20-Sep-2011,2840.24,6803.98,3583.28,5783.17,-3963.74,-2199.89
21-Sep-2011,5931.99,3602.74,2956.74,2731.57,2329.25,225.17
22-Sep-2011,5326.91,6712.39,3044.69,2089.46,-1385.48,955.23
23-Sep-2011,6647.62,8924.49,3722.85,7165.95,-2276.87,-3443.1
26-Sep-2011,5885.1,5842.28,5904.57,3847.74,42.82,2056.83
27-Sep-2011,2555.69,5856.36,2072.38,3346.52,-3300.67,-1274.14
28-Sep-2011,3190.25,3464.2,3482.11,4602.03,-273.95,-1119.92
29-Sep-2011,4677.51,3028.89,3192.92,6055.27,1648.62,-2862.35
30-Sep-2011,4104.96,7755.43,6205.87,2639.51,-3650.47,3566.36
03-Oct-2011,5308.64,4247.32,3507.02,4035.67,1061.32,-528.65
04-Oct-2011,8017.13,3262.17,4473.71,3579.69,4754.96,894.02
05-Oct-2011,5073.47,7687.96,3376.1,2604.47,-2614.49,771.63
06-Oct-2011,8835.08,8299.16,3228.92,5023.53,535.92,-1794.61
07-Oct-2011,4255.62,4480.8,3568.71,3246.08,-225.18,322.63
10-Oct-2011,6714.36,5951.57,3059.65,8338.72,762.79,-5279.07
11-Oct-2011,4698.92,9707.28,7633.13,3581.48,-5008.36,4051.65
12-Oct-2011,2761.52,3312.58,3230.99,6530.45,-551.06,-3299.46
13-Oct-2011,7237.18,10254.49,4213.14,8225.74,-3017.31,-4012.6
14-Oct-2011,2629.32,8771.89,4907.67,3810.63,-6142.57,1097.04
17-Oct-2011,3467.56,8346.09,3761.15,4743.46,-4878.53,-982.31
18-Oct-2011,4411.6,4300.36,5083.5,2216.97,111.24,2866.53
19-Oct-2011,2816.08,7754.09,4903.69,3081.65,-4938.01,1822.04
20-Oct-2011,3008.64,3577.29,4058.83,2603.74,-568.65,1455.09
21-Oct-2011,3971.95,2308.32,3206.26,4874.63,1663.63,-1668.37
24-Oct-2011,4894.19,1871.62,4067.79,6356.55,3022.57,-2288.76
25-Oct-2011,2201.29,8908.33,2438.68,3760.61,-6707.04,-1321.93
26-Oct-2011,3820.27,3551.97,4037.84,2848.26,268.3,1189.58
27-Oct-2011,3689.15,5433.09,4244.17,1504.95,-1743.94,2739.22
28-Oct-2011,2785.59,2278.54,3936.56,4986.34,507.05,-1049.78
31-Oct-2011,4129.21,6388.54,4796.25,6508.38,-2259.33,-1712.13
01-Nov-2011,4119.54,2852.7,3782.36,3612.26,1266.84,170.1
02-Nov-2011,3726.44,3172.93,2048.42,3585.55,553.51,-1537.13
03-Nov-2011,6560.88,2588.91,3334.28,4345.49,3971.97,-1011.21
04-Nov-2011,4098.86,5320.78,2671.54,1990.13,-1221.92,681.41
07-Nov-2011,7998.97,4672.98,1937.42,3621.82,3325.99,-1684.4
08-Nov-2011,6322.33,10900.92,3646.18,5017.5,-4578.59,-1371.32
09-Nov-2011,8683.31,2800.03,4393.22,1918.05,5883.28,2475.17
10-Nov-2011,2392.29,2918.24,4014.1,4571.38,-525.95,-557.28
11-Nov-2011,2165.06,4021.19,4511.59,1790.57,-1856.13,2721.02
14-Nov-2011,6637.96,2830.26,4487.42,4357.68,3807.7,129.74
15-Nov-2011,2777.12,4878.88,6372.72,2994.7,-2101.76,3378.02
16-Nov-2011,5191.45,2271.76,3087.85,2698.08,2919.69,389.77
17-Nov-2011,10152.36,1886.59,1865.46,3283.72,8265.77,-1418.26
18-Nov-2011,13150.6,2454.44,3103.8,4332.61,10696.16,-1228.81
21-Nov-2011,2344.12,5861.65,2931.65,7194.42,-3517.53,-4262.77
22-Nov-2011,5509.53,4210.22,4224.7,4556.54,1299.31,-331.84
23-Nov-2011,5728.57,3078.74,2992.67,3797.37,2649.83,-804.7
24-Nov-2011,7188.66,3911.68,2644.07,3384.06,3276.98,-739.99
25-Nov-2011,2210.6,2694.15,4074.15,3376.78,-483.55,697.37
28-Nov-2011,6332.7,2257.96,4207.33,2780.0,4074.74,1427.33
29-Nov-2011,4032.9,7438.9,2953.52,3730.9,-3406.0,-777.38
30-Nov-2011,2626.87,3601.88,6912.8,2736.61,-975.01,4176.19
01-Dec-2011,6017.2,2715.35,3901.69,1683.95,3301.85,2217.74
02-Dec-2011,9876.17,4067.97,5480.64,3164.12,5808.2,2316.52
05-Dec-2011,4933.29,4286.71,3084.85,4794.33,646.58,-1709.48
06-Dec-2011,5193.48,2980.2,5631.21,2483.73,2213.28,3147.48
07-Dec-2011,5226.72,1853.5,3792.27,4894.76,3373.22,-1102.49
08-Dec-2011,4296.68,2797.08,1604.04,3572.53,1499.6,-1968.49
09-Dec-2011,3014.55,3010.24,7072.62,2924.78,4.31,4147.84
12-Dec-2011,3023.03,6143.51,6486.1,3154.49,-3120.48,3331.61
13-Dec-2011,2143.04,4796.86,3582.64,5663.91,-2653.82,-2081.27
14-Dec-2011,5045.39,4683.07,2861.78,6776.72,362.32,-3914.94
15-Dec-2011,12056.63,2534.63,10509.45,4622.91,9522.0,5886.54
16-Dec-2011,10135.91,2717.34,2963.17,5545.29,7418.57,-2582.12
19-Dec-2011,5935.71,2689.23,3120.62,4419.22,3246.48,-1298.6
20-Dec-2011,3927.72,2709.52,4116.35,2548.75,1218.2,1567.6
21-Dec-2011,4571.94,10489.71,4166.35,4579.68,-5917.77,-413.33
22-Dec-2011,3969.52,3177.55,2826.31,2187.82,791.97,638.49
23-Dec-2011,5532.44,3025.0,6823.59,2743.07,2507.44,4080.52
26-Dec-2011,5138.0,4907.62,2663.49,1884.24,230.38,779.25
27-Dec-2011,5154.85,10933.18,2547.1,2564.88,-5778.33,-17.78
28-Dec-2011,9993.24,3582.35,4156.52,4476.98,6410.89,-320.46
29-Dec-2011,3388.12,11626.54,4805.71,1806.35,-8238.42,2999.36
30-Dec-2011,7806.4,3274.07,2780.64,3690.14,4532.33,-909.5
02-Jan-2012,4331.03,2816.03,7596.49,3179.68,1515.0,4416.81
03-Jan-2012,6721.9,4879.43,4984.98,4909.0,1842.47,75.98
04-Jan-2012,3547.49,2779.15,4385.82,4070.79,768.34,315.03
05-Jan-2012,4839.94,5741.5,2586.08,1984.1,-901.56,601.98
06-Jan-2012,5997.84,2730.59,3902.75,3403.24,3267.25,499.51
09-Jan-2012,3231.53,6015.12,2644.2,3371.1,-2783.59,-726.9
10-Jan-2012,3586.18,8522.92,6372.31,2592.03,-4936.74,3780.28
11-Jan-2012,2153.64,4152.51,2842.73,2908.94,-1998.87,-66.21
12-Jan-2012,8008.85,6679.1,2834.16,3631.64,1329.75,-797.48
13-Jan-2012,5109.05,8258.57,3525.38,2795.48,-3149.52,729.9
16-Jan-2012,2819.88,5335.25,3415.52,1871.63,-2515.37,1543.89
17-Jan-2012,1922.88,4109.96,1545.36,2353.53,-2187.08,-808.17
18-Jan-2012,4855.7,1719.87,3908.97,3317.86,3135.83,591.11
19-Jan-2012,5140.91,2711.05,2413.09,2533.6,2429.86,-120.51
20-Jan-2012,2124.56,4514.41,8136.27,3645.13,-2389.85,4491.14
23-Jan-2012,4488.4,4818.51,2283.31,2104.26,-330.11,179.05
24-Jan-2012,1808.15,4749.01,3198.29,4315.1,-2940.86,-1116.81
25-Jan-2012,2757.76,7184.52,4862.55,3352.66,-4426.76,1509.89
26-Jan-2012,6095.6,2904.99,3973.81,3054.46,3190.61,919.35
27-Jan-2012,7211.15,4606.08,2371.95,5638.83,2605.07,-3266.88
30-Jan-2012,4857.95,4732.66,2424.66,4783.07,125.29,-2358.41
31-Jan-2012,2841.18,3399.45,2680.59,2579.0,-558.27,101.59
01-Feb-2012,7412.15,3029.66,8423.47,2944.61,4382.49,5478.86
02-Feb-2012,5006.24,4000.15,3235.98,3806.43,1006.09,-570.45
03-Feb-2012,7182.82,3437.87,2853.74,2675.55,3744.95,178.19
06-Feb-2012,7431.17,2817.99,2780.68,4293.7,4613.18,-1513.02
07-Feb-2012,2602.57,2991.0,3167.44,3219.91,-388.43,-52.47
08-Feb-2012,1471.38,5313.09,4041.29,6905.12,-3841.71,-2863.83
09-Feb-2012,3223.61,6766.52,3547.94,2405.77,-3542.91,1142.17
10-Feb-2012,5007.09,10907.06,6362.87,4060.2,-5899.97,2302.67
13-Feb-2012,7838.4,1535.63,3549.03,3504.5,6302.77,44.53
14-Feb-2012,3686.28,4153.49,4332.5,5199.72,-467.21,-867.22
15-Feb-2012,4653.77,4838.9,4001.34,1624.91,-185.13,2376.43
16-Feb-2012,3837.71,5184.68,3066.29,4934.06,-1346.97,-1867.77
17-Feb-2012,5122.64,5770.2,4049.36,5466.89,-647.56,-1417.53
20-Feb-2012,6739.08,4463.09,5130.2,3370.58,2275.99,1759.62
21-Feb-2012,3334.79,5388.68,8591.25,5718.7,-2053.89,2872.55
22-Feb-2012,10810.48,4789.64,5820.1,3054.55,6020.84,2765.55
23-Feb-2012,5457.94,3919.45,7122.77,6180.64,1538.49,942.13
24-Feb-2012,4428.5,6130.33,4535.63,1987.0,-1701.83,2548.63
27-Feb-2012,4072.46,4305.46,5740.79,1741.05,-233.0,3999.74
28-Feb-2012,2857.22,5589.19,5644.11,4642.69,-2731.97,1001.42
29-Feb-2012,4546.11,8030.63,3900.85,2314.06,-3484.52,1586.79
01-Mar-2012,7345.53,3011.02,1985.15,5898.74,4334.51,-3913.59
02-Mar-2012,3144.37,5344.62,7636.31,3191.28,-2200.25,4445.03
05-Mar-2012,6310.26,4581.09,4174.66,3039.97,1729.17,1134.69
06-Mar-2012,8169.34,9874.35,7422.7,2914.09,-1705.01,4508.61
07-Mar-2012,3663.16,6148.6,1858.72,1244.65,-2485.44,614.07
08-Mar-2012,6678.93,4331.74,3244.43,3550.92,2347.19,-306.49
09-Mar-2012,4964.19,5004.4,2533.4,3090.69,-40.21,-557.29
12-Mar-2012,2490.84,4361.32,4616.87,3436.07,-1870.48,1180.8
13-Mar-2012,6441.56,6005.94,3714.07,3857.18,435.62,-143.11
14-Mar-2012,12393.29,2449.15,4313.01,3129.98,9944.14,1183.03
15-Mar-2012,2892.84,3864.91,2772.21,4059.25,-972.07,-1287.04
16-Mar-2012,4535.93,3392.81,3292.56,1188.79,1143.12,2103.77
19-Mar-2012,3816.43,3744.13,6185.21,4588.61,72.3,1596.6
20-Mar-2012,3444.99,3033.92,3140.23,2327.42,411.07,812.81
21-Mar-2012,3657.86,4222.68,4171.65,5370.97,-564.82,-1199.32
22-Mar-2012,8575.86,3070.7,4507.7,4239.24,5505.16,268.46
23-Mar-2012,2068.63,4047.84,4335.24,5100.69,-1979.21,-765.45
26-Mar-2012,3257.65,6012.69,11037.42,5891.81,-2755.04,5145.61
27-Mar-2012,3185.42,2334.7,4254.41,1720.29,850.72,2534.12
28-Mar-2012,5636.96,5311.49,3302.5,5846.31,325.47,-2543.81
29-Mar-2012,5379.01,4412.82,2380.51,3827.68,966.19,-1447.17
30-Mar-2012,2799.65,5270.4,4983.08,4730.57,-2470.75,252.51
02-Apr-2012,2388.61,6618.53,4506.04,2960.42,-4229.92,1545.62
03-Apr-2012,3199.49,4078.36,5470.9,3327.09,-878.87,2143.81
04-Apr-2012,2350.47,4958.08,5738.64,3604.15,-2607.61,2134.49
05-Apr-2012,2728.16,7023.21,4962.81,2828.45,-4295.05,2134.36
06-Apr-2012,4860.02,3617.62,4289.78,4705.93,1242.4,-416.15
09-Apr-2012,5798.78,7259.96,3029.12,2293.4,-1461.18,735.72
10-Apr-2012,3097.23,3325.74,3707.05,4080.2,-228.51,-373.15
11-Apr-2012,6352.5,5040.15,1970.56,3008.37,1312.35,-1037.81
12-Apr-2012,5848.71,5988.18,3756.85,3911.98,-139.47,-155.13
13-Apr-2012,4348.11,7082.55,4393.7,3355.55,-2734.44,1038.15
16-Apr-2012,2053.79,5882.89,4024.75,2330.61,-3829.1,1694.14
17-Apr-2012,3807.66,3320.99,4821.54,6535.86,486.67,-1714.32
18-Apr-2012,2640.4,3327.15,3533.81,2945.33,-686.75,588.48
19-Apr-2012,4737.48,2465.93,3194.1,3691.57,2271.55,-497.47
20-Apr-2012,2773.92,3129.61,3144.1,3782.86,-355.69,-638.76
23-Apr-2012,4283.37,8322.58,3816.47,5779.96,-4039.21,-1963.49
24-Apr-2012,3960.68,2147.7,6644.97,2432.24,1812.98,4212.73
25-Apr-2012,5358.96,3014.76,3535.62,2807.03,2344.2,728.59
26-Apr-2012,3061.44,4467.95,3861.39,2812.61,-1406.51,1048.78
27-Apr-2012,5393.31,8312.09,4555.55,3677.35,-2918.78,878.2
30-Apr-2012,3520.16,5168.99,2144.78,3115.25,-1648.83,-970.47
01-May-2012,2827.07,4747.68,3860.51,2578.94,-1920.61,1281.57
02-May-2012,3691.04,6408.88,3442.8,3428.53,-2717.84,14.27
03-May-2012,2150.73,4005.33,2697.83,2639.82,-1854.6,58.01
04-May-2012,4444.98,3603.01,5856.53,2456.42,841.97,3400.11
07-May-2012,3859.94,4415.67,3540.92,5043.56,-555.73,-1502.64
08-May-2012,2536.54,2497.79,5507.04,6246.35,38.75,-739.31
09-May-2012,2292.56,4714.04,2896.88,8515.91,-2421.48,-5619.03
10-May-2012,5924.66,3022.49,1912.96,3678.3,2902.17,-1765.34
11-May-2012,2907.02,2488.67,3988.85,3388.96,418.35,599.89
14-May-2012,2360.1,6633.97,5635.03,6207.9,-4273.87,-572.87
15-May-2012,5230.59,4854.86,2862.06,6375.22,375.73,-3513.16
16-May-2012,1585.47,3805.34,3210.94,2079.2,-2219.87,1131.74
17-May-2012,2043.44,6404.78,5836.26,2143.62,-4361.34,3692.64
18-May-2012,3228.78,2503.49,3003.72,3209.34,725.29,-205.62
21-May-2012,7005.99,7268.25,3689.96,3129.11,-262.26,560.85
22-May-2012,4807.4,2543.59,2257.4,4867.49,2263.81,-2610.09
23-May-2012,1722.88,1620.26,3186.18,3238.92,102.62,-52.74
24-May-2012,2558.72,8116.09,2545.45,2563.54,-5557.37,-18.09
25-May-2012,3553.21,5818.85,4252.01,5568.2,-2265.64,-1316.19
28-May-2012,4226.97,6719.68,3107.54,6185.42,-2492.71,-3077.88
29-May-2012,3069.24,4452.35,2451.45,5334.68,-1383.11,-2883.23
30-May-2012,6688.24,9885.03,6608.37,2472.78,-3196.79,4135.59
31-May-2012,3281.65,5250.49,2770.9,4730.52,-1968.84,-1959.62
01-Jun-2012,7639.31,2492.52,3386.6,3583.99,5146.79,-197.39
04-Jun-2012,5525.38,6303.19,4409.93,2155.18,-777.81,2254.75
05-Jun-2012,6090.06,6671.98,6496.11,3170.85,-581.92,3325.26
06-Jun-2012,4975.93,3203.76,3736.15,3787.61,1772.17,-51.46
07-Jun-2012,3561.97,3661.91,4567.54,2362.65,-99.94,2204.89
08-Jun-2012,2935.12,4225.74,4118.7,5844.35,-1290.62,-1725.65
11-Jun-2012,5370.73,4902.64,5099.43,4108.43,468.09,991.0
12-Jun-2012,7227.03,10253.61,4903.73,1785.45,-3026.58,3118.28
13-Jun-2012,10821.78,4714.09,1764.56,3922.07,6107.69,-2157.51
14-Jun-2012,3094.79,5527.31,4202.41,2941.28,-2432.52,1261.13
15-Jun-2012,4252.08,5277.13,4326.05,3655.71,-1025.05,670.34
18-Jun-2012,6673.41,3059.9,5230.77,4924.59,3613.51,306.18
19-Jun-2012,4960.11,1840.68,3444.64,3494.75,3119.43,-50.11
20-Jun-2012,6096.47,1577.5,4942.59,10825.39,4518.97,-5882.8
21-Jun-2012,9231.44,4328.23,3603.16,2838.09,4903.21,765.07
22-Jun-2012,6294.47,3629.79,2516.45,3074.21,2664.68,-557.76
25-Jun-2012,5467.6,10129.99,4963.8,2712.14,-4662.39,2251.66
26-Jun-2012,4533.11,6593.35,4196.4,3535.31,-2060.24,661.09
27-Jun-2012,8543.03,2297.09,4236.41,3672.92,6245.94,563.49
28-Jun-2012,3518.03,3279.7,5873.14,1804.8,238.33,4068.34
29-Jun-2012,3857.54,7138.52,4878.16,1794.65,-3280.98,3083.51
02-Jul-2012,2395.38,2698.86,1580.74,4873.77,-303.48,-3293.03
03-Jul-2012,2896.43,3858.79,5165.07,5545.26,-962.36,-380.19
04-Jul-2012,4013.03,6843.33,2111.88,3992.88,-2830.3,-1881.0
05-Jul-2012,1822.82,9130.36,3421.2,5522.02,-7307.54,-2100.82
06-Jul-2012,2446.18,5197.08,2148.58,2974.95,-2750.9,-826.37
09-Jul-2012,2644.61,3339.86,3701.88,4247.56,-695.25,-545.68
10-Jul-2012,6152.66,1905.9,3699.29,4675.79,4246.76,-976.5
11-Jul-2012,6728.13,2060.69,3435.93,4794.71,4667.44,-1358.78
12-Jul-2012,4737.2,8655.27,2255.42,2706.58,-3918.07,-451.16
13-Jul-2012,8906.65,4152.13,3831.23,3588.55,4754.52,242.68
16-Jul-2012,5743.38,4664.81,4925.31,2410.51,1078.57,2514.8
17-Jul-2012,2983.76,8129.56,4946.13,3449.53,-5145.8,1496.6
18-Jul-2012,6962.17,4026.62,4101.62,6143.9,2935.55,-2042.28
19-Jul-2012,6318.47,6212.94,6473.09,2688.57,105.53,3784.52
20-Jul-2012,5585.0,3502.1,2274.27,5704.76,2082.9,-3430.49
23-Jul-2012,1662.8,3832.32,2610.26,5470.35,-2169.52,-2860.09
24-Jul-2012,2909.0,7054.79,6429.5,5455.57,-4145.79,973.93
25-Jul-2012,7803.94,3687.54,6099.9,6894.77,4116.4,-794.87
26-Jul-2012,5331.29,5148.08,3810.73,1719.65,183.21,2091.08
27-Jul-2012,7457.71,3912.44,2947.54,3058.8,3545.27,-111.26
30-Jul-2012,8753.76,2157.21,4471.52,4563.47,6596.55,-91.95
31-Jul-2012,4690.76,6449.9,6375.14,3494.45,-1759.14,2880.69
01-Aug-2012,4894.83,2950.23,3634.88,4614.85,1944.6,-979.97
02-Aug-2012,3263.99,3498.71,2059.78,3982.09,-234.72,-1922.31
03-Aug-2012,4479.74,2731.24,7861.67,4643.83,1748.5,3217.84
06-Aug-2012,5521.73,8885.14,2588.1,3820.99,-3363.41,-1232.89
07-Aug-2012,7199.8,4701.08,10817.16,7018.91,2498.72,3798.25
08-Aug-2012,2560.58,5956.97,8541.69,5974.62,-3396.39,2567.07
09-Aug-2012,1652.75,4037.72,3941.23,4639.57,-2384.97,-698.34
10-Aug-2012,13318.26,7357.71,5927.71,3715.96,5960.55,2211.75
13-Aug-2012,6901.65,7069.57,5108.43,2632.9,-167.92,2475.53
14-Aug-2012,6155.62,5004.01,4543.35,2845.0,1151.61,1698.35
15-Aug-2012,4002.67,2639.29,5136.54,4566.58,1363.38,569.96
16-Aug-2012,7160.58,4218.33,2495.98,4741.04,2942.25,-2245.06
17-Aug-2012,6546.91,4163.79,2075.84,3883.61,2383.12,-1807.77
20-Aug-2012,3417.68,2813.09,2142.34,2394.61,604.59,-252.27
21-Aug-2012,10159.41,2256.87,4136.66,1604.88,7902.54,2531.78
22-Aug-2012,10193.27,6076.1,2654.41,3186.87,4117.17,-532.46
23-Aug-2012,12408.11,3251.78,4569.41,1823.62,9156.33,2745.79
24-Aug-2012,7081.87,5102.03,4962.93,1652.66,1979.84,3310.27
27-Aug-2012,4298.07,8918.0,4015.36,1748.74,-4619.93,2266.62
28-Aug-2012,4020.94,8867.66,10143.04,2891.73,-4846.72,7251.31
29-Aug-2012,5660.73,10509.65,4238.81,2423.47,-4848.92,1815.34
30-Aug-2012,6426.42,5326.78,2607.64,3198.09,1099.64,-590.45
31-Aug-2012,10435.42,6976.59,4775.5,5411.08,3458.83,-635.58
03-Sep-2012,1845.55,3016.04,5832.34,3111.88,-1170.49,2720.46
04-Sep-2012,5091.8,3318.73,4397.59,3524.07,1773.07,873.52
05-Sep-2012,6210.83,5595.06,6829.58,3132.8,615.77,3696.78
06-Sep-2012,1742.86,1319.74,5075.06,3032.05,423.12,2043.01
07-Sep-2012,7709.55,3431.29,6729.03,2105.68,4278.26,4623.35
10-Sep-2012,2812.51,14686.58,3557.39,3207.54,-11874.07,349.85
11-Sep-2012,2207.3,8940.44,4631.41,4040.0,-6733.14,591.41
12-Sep-2012,4696.46,2302.25,3868.95,5650.92,2394.21,-1781.97
13-Sep-2012,4010.87,10309.61,2701.35,2218.22,-6298.74,483.13
14-Sep-2012,2865.83,3512.63,3014.78,3336.75,-646.8,-321.97
17-Sep-2012,3755.98,5014.66,2972.18,3973.22,-1258.68,-1001.04
18-Sep-2012,2155.28,3949.15,4753.6,5612.91,-1793.87,-859.31
