Date,Advances,Declines,Unchanged,Advance Decline Ratio
19-Oct-2020,20,2076,112,0.01
20-Oct-2020,538,1448,43,0.372
21-Oct-2020,797,1176,112,0.678
22-Oct-2020,99,1918,126,0.052
23-Oct-2020,1043,1009,90,1.034
26-Oct-2020,1186,864,31,1.373
27-Oct-2020,1900,113,27,16.814
28-Oct-2020,1074,967,58,1.111
29-Oct-2020,1519,472,118,3.218
30-Oct-2020,431,1519,119,0.284
02-Nov-2020,489,1587,85,0.308
03-Nov-2020,757,1297,104,0.584
04-Nov-2020,1049,872,99,1.203
05-Nov-2020,745,1233,61,0.604
06-Nov-2020,1711,370,68,4.624
09-Nov-2020,648,1404,70,0.462
10-Nov-2020,1664,316,81,5.266
11-Nov-2020,931,992,28,0.939
12-Nov-2020,20,1889,64,0.011
13-Nov-2020,938,1001,36,0.937
16-Nov-2020,398,1646,88,0.242
17-Nov-2020,601,1372,53,0.438
18-Nov-2020,629,1315,119,0.478
19-Nov-2020,83,1932,80,0.043
20-Nov-2020,1138,795,63,1.431
23-Nov-2020,538,1501,99,0.358
24-Nov-2020,1189,835,80,1.424
25-Nov-2020,1037,866,63,1.197
26-Nov-2020,20,2021,70,0.01
27-Nov-2020,721,1306,128,0.552
30-Nov-2020,340,1749,65,0.194
01-Dec-2020,899,1187,74,0.757
02-Dec-2020,82,2010,85,0.041
03-Dec-2020,829,1121,50,0.74
04-Dec-2020,1900,187,95,10.16
07-Dec-2020,629,1377,58,0.457
08-Dec-2020,1342,606,62,2.215
09-Dec-2020,456,1544,39,0.295
10-Dec-2020,330,1605,121,0.206
11-Dec-2020,448,1598,122,0.28
14-Dec-2020,319,1696,41,0.188
15-Dec-2020,806,1133,47,0.711
16-Dec-2020,650,1402,126,0.464
17-Dec-2020,794,1289,56,0.616
18-Dec-2020,228,1708,73,0.133
21-Dec-2020,730,1239,116,0.589
22-Dec-2020,612,1319,50,0.464
23-Dec-2020,735,1165,88,0.631
24-Dec-2020,1492,475,71,3.141
25-Dec-2020,20,2025,34,0.01
28-Dec-2020,399,1645,64,0.243
29-Dec-2020,1268,792,70,1.601
30-Dec-2020,225,1746,67,0.129
31-Dec-2020,815,1115,48,0.731
01-Jan-2021,1171,849,53,1.379
04-Jan-2021,915,1072,32,0.854
05-Jan-2021,792,1109,41,0.714
06-Jan-2021,786,1267,103,0.62
07-Jan-2021,748,1329,25,0.563
08-Jan-2021,1065,891,76,1.195
11-Jan-2021,517,1427,62,0.362
12-Jan-2021,812,1214,81,0.669
13-Jan-2021,604,1441,45,0.419
14-Jan-2021,1010,905,123,1.116
15-Jan-2021,1095,933,69,1.174
18-Jan-2021,329,1647,49,0.2
19-Jan-2021,847,1113,98,0.761
20-Jan-2021,20,2043,127,0.01
21-Jan-2021,926,1137,44,0.814
22-Jan-2021,1071,951,38,1.126
25-Jan-2021,715,1235,27,0.579
26-Jan-2021,832,1088,45,0.765
27-Jan-2021,521,1435,57,0.363
28-Jan-2021,1188,838,128,1.418
29-Jan-2021,477,1597,102,0.299
01-Feb-2021,923,1120,29,0.824
02-Feb-2021,1509,405,28,3.726
03-Feb-2021,1328,750,88,1.771
04-Feb-2021,597,1439,127,0.415
05-Feb-2021,1101,948,64,1.161
08-Feb-2021,702,1210,68,0.58
09-Feb-2021,917,1101,64,0.833
10-Feb-2021,1417,674,79,2.102
11-Feb-2021,814,1125,44,0.724
12-Feb-2021,1131,786,107,1.439
15-Feb-2021,1124,967,76,1.162
16-Feb-2021,874,1192,53,0.733
17-Feb-2021,616,1383,100,0.445
18-Feb-2021,385,1538,54,0.25
19-Feb-2021,461,1440,89,0.32
22-Feb-2021,994,1091,54,0.911
23-Feb-2021,558,1437,97,0.388
24-Feb-2021,817,1137,85,0.719
25-Feb-2021,535,1370,89,0.391
26-Feb-2021,474,1490,69,0.318
01-Mar-2021,529,1384,27,0.382
02-Mar-2021,592,1507,80,0.393
03-Mar-2021,1101,887,104,1.241
04-Mar-2021,816,1174,103,0.695
05-Mar-2021,731,1201,36,0.609
08-Mar-2021,1097,862,44,1.273
09-Mar-2021,922,1173,118,0.786
10-Mar-2021,457,1634,25,0.28
11-Mar-2021,1086,1012,77,1.073
12-Mar-2021,648,1450,71,0.447
15-Mar-2021,803,1223,20,0.657
16-Mar-2021,735,1255,89,0.586
17-Mar-2021,231,1764,55,0.131
18-Mar-2021,576,1380,24,0.417
19-Mar-2021,602,1351,63,0.446
22-Mar-2021,792,1167,122,0.679
23-Mar-2021,1088,1011,85,1.076
24-Mar-2021,1218,730,79,1.668
25-Mar-2021,1426,629,104,2.267
26-Mar-2021,45,1873,55,0.024
29-Mar-2021,213,1687,67,0.126
30-Mar-2021,908,1160,98,0.783
31-Mar-2021,859,1159,43,0.741
01-Apr-2021,793,1166,90,0.68
02-Apr-2021,861,1191,85,0.723
05-Apr-2021,329,1690,93,0.195
06-Apr-2021,823,1196,62,0.688
07-Apr-2021,985,1038,33,0.949
08-Apr-2021,1040,924,45,1.126
09-Apr-2021,1124,804,45,1.398
12-Apr-2021,209,1809,121,0.116
13-Apr-2021,808,1218,69,0.663
14-Apr-2021,1186,816,78,1.453
15-Apr-2021,586,1401,30,0.418
16-Apr-2021,656,1289,91,0.509
19-Apr-2021,1383,572,65,2.418
20-Apr-2021,1258,716,107,1.757
21-Apr-2021,181,1902,79,0.095
22-Apr-2021,812,1251,72,0.649
23-Apr-2021,904,1120,104,0.807
26-Apr-2021,181,1736,72,0.104
27-Apr-2021,890,1061,34,0.839
28-Apr-2021,704,1207,36,0.583
29-Apr-2021,1014,907,23,1.118
30-Apr-2021,762,1203,111,0.633
03-May-2021,1405,600,94,2.342
04-May-2021,1247,685,64,1.82
05-May-2021,1011,915,127,1.105
06-May-2021,932,1056,77,0.883
07-May-2021,1134,801,66,1.416
10-May-2021,869,1072,39,0.811
11-May-2021,1262,732,127,1.724
12-May-2021,875,1157,55,0.756
13-May-2021,1077,940,50,1.146
14-May-2021,991,1062,88,0.933
17-May-2021,1160,742,90,1.563
18-May-2021,743,1184,66,0.628
19-May-2021,626,1310,122,0.478
20-May-2021,686,1250,113,0.549
21-May-2021,594,1412,75,0.421
24-May-2021,998,1026,70,0.973
25-May-2021,750,1218,129,0.616
26-May-2021,1047,918,94,1.141
27-May-2021,709,1255,31,0.565
28-May-2021,972,1116,106,0.871
31-May-2021,1127,845,116,1.334
01-Jun-2021,731,1273,33,0.574
02-Jun-2021,710,1310,123,0.542
03-Jun-2021,537,1453,68,0.37
04-Jun-2021,693,1384,88,0.501
07-Jun-2021,921,1071,103,0.86
08-Jun-2021,1261,788,77,1.6
09-Jun-2021,782,1272,92,0.615
10-Jun-2021,1271,786,87,1.617
11-Jun-2021,1025,877,72,1.169
14-Jun-2021,754,1212,107,0.622
15-Jun-2021,851,1069,100,0.796
16-Jun-2021,673,1228,39,0.548
17-Jun-2021,285,1784,47,0.16
18-Jun-2021,829,1142,128,0.726
21-Jun-2021,461,1586,104,0.291
22-Jun-2021,1727,273,72,6.326
23-Jun-2021,461,1482,110,0.311
24-Jun-2021,309,1783,119,0.173
25-Jun-2021,352,1703,69,0.207
28-Jun-2021,444,1618,100,0.274
29-Jun-2021,916,1082,91,0.847
30-Jun-2021,1556,433,72,3.594
01-Jul-2021,459,1589,25,0.289
02-Jul-2021,637,1415,93,0.45
05-Jul-2021,1022,1064,59,0.961
06-Jul-2021,1364,580,35,2.352
07-Jul-2021,363,1566,33,0.232
08-Jul-2021,1021,1021,61,1.0
09-Jul-2021,591,1374,112,0.43
12-Jul-2021,487,1420,96,0.343
13-Jul-2021,768,1230,57,0.624
14-Jul-2021,1293,790,42,1.637
15-Jul-2021,1373,532,75,2.581
16-Jul-2021,318,1633,92,0.195
19-Jul-2021,766,1249,89,0.613
20-Jul-2021,829,1256,110,0.66
21-Jul-2021,489,1476,45,0.331
22-Jul-2021,676,1256,40,0.538
23-Jul-2021,714,1246,93,0.573
26-Jul-2021,1375,721,77,1.907
27-Jul-2021,1432,480,87,2.983
28-Jul-2021,726,1189,49,0.611
29-Jul-2021,492,1509,46,0.326
30-Jul-2021,501,1513,32,0.331
02-Aug-2021,730,1317,21,0.554
03-Aug-2021,876,1034,76,0.847
04-Aug-2021,1278,818,54,1.562
05-Aug-2021,835,1263,80,0.661
06-Aug-2021,1411,674,97,2.093
09-Aug-2021,502,1547,63,0.324
10-Aug-2021,875,1123,94,0.779
11-Aug-2021,410,1613,96,0.254
12-Aug-2021,711,1258,98,0.565
13-Aug-2021,1246,816,76,1.527
16-Aug-2021,1204,778,36,1.548
17-Aug-2021,597,1473,110,0.405
18-Aug-2021,1046,1031,78,1.015
19-Aug-2021,718,1308,40,0.549
20-Aug-2021,605,1444,70,0.419
23-Aug-2021,695,1306,48,0.532
24-Aug-2021,999,1032,66,0.968
25-Aug-2021,571,1351,64,0.423
26-Aug-2021,1096,992,104,1.105
27-Aug-2021,1180,829,110,1.423
30-Aug-2021,863,1072,63,0.805
31-Aug-2021,926,1113,115,0.832
01-Sep-2021,392,1683,59,0.233
02-Sep-2021,800,1195,56,0.669
03-Sep-2021,745,1317,53,0.566
06-Sep-2021,699,1237,86,0.565
07-Sep-2021,891,1175,62,0.758
08-Sep-2021,990,975,129,1.015
09-Sep-2021,686,1239,37,0.554
10-Sep-2021,20,2006,113,0.01
13-Sep-2021,338,1562,36,0.216
14-Sep-2021,675,1372,113,0.492
15-Sep-2021,1107,832,84,1.331
16-Sep-2021,420,1608,32,0.261
17-Sep-2021,287,1739,26,0.165
20-Sep-2021,610,1290,124,0.473
21-Sep-2021,372,1533,98,0.243
22-Sep-2021,1007,935,106,1.077
23-Sep-2021,553,1440,54,0.384
24-Sep-2021,385,1685,94,0.228
27-Sep-2021,663,1406,43,0.472
28-Sep-2021,706,1248,80,0.566
29-Sep-2021,701,1398,21,0.501
30-Sep-2021,1080,866,28,1.247
01-Oct-2021,128,1798,107,0.071
04-Oct-2021,544,1511,92,0.36
05-Oct-2021,282,1694,70,0.166
06-Oct-2021,910,998,129,0.912
07-Oct-2021,428,1611,110,0.266
08-Oct-2021,357,1664,108,0.215
11-Oct-2021,664,1348,110,0.493
12-Oct-2021,1112,889,89,1.251
13-Oct-2021,867,1094,86,0.793
14-Oct-2021,717,1259,25,0.569
15-Oct-2021,299,1602,96,0.187
18-Oct-2021,749,1317,103,0.569
19-Oct-2021,467,1493,59,0.313
20-Oct-2021,430,1523,69,0.282
21-Oct-2021,191,1874,47,0.102
22-Oct-2021,728,1348,50,0.54
25-Oct-2021,1075,930,120,1.156
26-Oct-2021,1096,967,91,1.133
27-Oct-2021,529,1414,24,0.374
28-Oct-2021,963,1081,121,0.891
29-Oct-2021,1306,793,32,1.647
01-Nov-2021,1136,951,46,1.195
02-Nov-2021,584,1397,70,0.418
03-Nov-2021,585,1511,99,0.387
04-Nov-2021,748,1246,98,0.6
05-Nov-2021,583,1496,42,0.39
08-Nov-2021,430,1564,83,0.275
09-Nov-2021,765,1135,64,0.674
10-Nov-2021,711,1261,22,0.564
11-Nov-2021,790,1273,29,0.621
12-Nov-2021,864,1057,57,0.817
15-Nov-2021,566,1503,100,0.377
16-Nov-2021,851,1180,83,0.721
17-Nov-2021,929,1086,121,0.855
18-Nov-2021,629,1288,99,0.488
19-Nov-2021,512,1573,41,0.325
22-Nov-2021,1169,841,97,1.39
23-Nov-2021,713,1331,38,0.536
24-Nov-2021,780,1147,28,0.68
25-Nov-2021,276,1705,55,0.162
26-Nov-2021,712,1230,58,0.579
29-Nov-2021,819,1228,48,0.667
30-Nov-2021,800,1275,34,0.627
01-Dec-2021,303,1613,64,0.188
02-Dec-2021,649,1406,41,0.462
03-Dec-2021,981,992,75,0.989
06-Dec-2021,818,1095,120,0.747
07-Dec-2021,131,1963,77,0.067
08-Dec-2021,1012,973,44,1.04
09-Dec-2021,785,1278,27,0.614
10-Dec-2021,991,1054,126,0.94
13-Dec-2021,865,1219,31,0.71
14-Dec-2021,849,1156,84,0.734
15-Dec-2021,504,1590,95,0.317
16-Dec-2021,1079,827,104,1.305
17-Dec-2021,1357,684,48,1.984
20-Dec-2021,995,1087,58,0.915
21-Dec-2021,1206,782,84,1.542
22-Dec-2021,252,1659,45,0.152
23-Dec-2021,641,1327,35,0.483
24-Dec-2021,459,1509,100,0.304
27-Dec-2021,613,1336,112,0.459
28-Dec-2021,1542,448,28,3.442
29-Dec-2021,1061,999,42,1.062
30-Dec-2021,930,1156,110,0.804
31-Dec-2021,821,1126,56,0.729
03-Jan-2022,1024,897,35,1.142
04-Jan-2022,1900,153,87,12.418
05-Jan-2022,931,1161,50,0.802
06-Jan-2022,1491,536,39,2.782
07-Jan-2022,666,1289,128,0.517
10-Jan-2022,1084,946,122,1.146
11-Jan-2022,759,1223,51,0.621
12-Jan-2022,1146,763,74,1.502
13-Jan-2022,549,1365,26,0.402
14-Jan-2022,709,1326,128,0.535
17-Jan-2022,784,1222,127,0.642
18-Jan-2022,867,1084,69,0.8
19-Jan-2022,1050,916,28,1.146
20-Jan-2022,993,1011,121,0.982
21-Jan-2022,920,981,122,0.938
24-Jan-2022,660,1325,98,0.498
25-Jan-2022,68,1872,117,0.036
26-Jan-2022,752,1319,35,0.57
27-Jan-2022,974,1070,86,0.91
28-Jan-2022,1053,973,48,1.082
31-Jan-2022,1478,597,25,2.476
01-Feb-2022,348,1730,57,0.201
02-Feb-2022,20,1993,64,0.01
03-Feb-2022,1254,770,54,1.629
04-Feb-2022,521,1563,60,0.333
07-Feb-2022,768,1292,107,0.594
08-Feb-2022,1492,572,57,2.608
09-Feb-2022,598,1382,27,0.433
10-Feb-2022,124,1960,82,0.063
11-Feb-2022,631,1310,126,0.482
14-Feb-2022,904,1035,88,0.873
15-Feb-2022,20,2056,26,0.01
16-Feb-2022,902,1191,81,0.757
17-Feb-2022,1097,913,51,1.202
18-Feb-2022,989,927,95,1.067
21-Feb-2022,785,1294,97,0.607
22-Feb-2022,410,1559,80,0.263
23-Feb-2022,1142,909,129,1.256
24-Feb-2022,600,1328,90,0.452
25-Feb-2022,154,1807,121,0.085
28-Feb-2022,718,1196,20,0.6
01-Mar-2022,499,1490,97,0.335
02-Mar-2022,751,1329,90,0.565
03-Mar-2022,785,1175,58,0.668
04-Mar-2022,919,1069,125,0.86
07-Mar-2022,1209,864,93,1.399
08-Mar-2022,1001,933,92,1.073
09-Mar-2022,890,1206,47,0.738
10-Mar-2022,1286,711,48,1.809
11-Mar-2022,897,1020,49,0.879
14-Mar-2022,1064,856,33,1.243
15-Mar-2022,907,1106,46,0.82
16-Mar-2022,877,1032,104,0.85
17-Mar-2022,294,1644,70,0.179
18-Mar-2022,860,1139,116,0.755
21-Mar-2022,446,1581,24,0.282
22-Mar-2022,574,1457,84,0.394
23-Mar-2022,341,1727,30,0.197
24-Mar-2022,1210,825,86,1.467
25-Mar-2022,1517,395,25,3.841
28-Mar-2022,423,1640,92,0.258
29-Mar-2022,513,1441,95,0.356
30-Mar-2022,694,1249,52,0.556
31-Mar-2022,465,1437,113,0.324
01-Apr-2022,726,1197,75,0.607
04-Apr-2022,1013,966,25,1.049
05-Apr-2022,881,1210,28,0.728
06-Apr-2022,746,1205,76,0.619
07-Apr-2022,1228,792,80,1.551
08-Apr-2022,1507,394,84,3.825
11-Apr-2022,1405,581,26,2.418
12-Apr-2022,1299,680,35,1.91
13-Apr-2022,859,1068,124,0.804
14-Apr-2022,830,1241,91,0.669
15-Apr-2022,1720,201,108,8.557
18-Apr-2022,779,1203,105,0.648
19-Apr-2022,1079,840,57,1.285
20-Apr-2022,894,1092,33,0.819
21-Apr-2022,761,1246,29,0.611
22-Apr-2022,1251,794,117,1.576
25-Apr-2022,713,1198,32,0.595
26-Apr-2022,1232,775,31,1.59
27-Apr-2022,727,1178,20,0.617
28-Apr-2022,1021,1069,84,0.955
29-Apr-2022,990,1029,94,0.962
02-May-2022,567,1469,99,0.386
03-May-2022,884,1034,82,0.855
04-May-2022,926,1002,88,0.924
05-May-2022,163,1867,114,0.087
06-May-2022,912,1120,69,0.814
09-May-2022,1494,474,99,3.152
10-May-2022,809,1237,106,0.654
11-May-2022,824,1248,38,0.66
12-May-2022,797,1182,54,0.674
13-May-2022,1023,1073,107,0.953
16-May-2022,943,1002,78,0.941
17-May-2022,686,1360,71,0.504
18-May-2022,709,1267,68,0.56
19-May-2022,1743,207,107,8.42
20-May-2022,871,1153,34,0.755
23-May-2022,815,1255,111,0.649
24-May-2022,936,1012,112,0.925
25-May-2022,312,1760,54,0.177
26-May-2022,1153,770,102,1.497
27-May-2022,359,1661,54,0.216
30-May-2022,951,1036,86,0.918
31-May-2022,1279,653,94,1.959
01-Jun-2022,582,1359,29,0.428
02-Jun-2022,1424,555,117,2.566
03-Jun-2022,1158,870,82,1.331
06-Jun-2022,1203,893,88,1.347
07-Jun-2022,97,1983,96,0.049
08-Jun-2022,1248,823,30,1.516
09-Jun-2022,1004,1058,118,0.949
10-Jun-2022,1245,812,66,1.533
13-Jun-2022,33,1969,122,0.017
14-Jun-2022,715,1352,126,0.529
15-Jun-2022,1386,599,53,2.314
16-Jun-2022,969,1006,111,0.963
17-Jun-2022,536,1457,42,0.368
20-Jun-2022,870,1093,124,0.796
21-Jun-2022,1076,918,82,1.172
22-Jun-2022,832,1217,86,0.684
23-Jun-2022,955,1065,113,0.897
24-Jun-2022,705,1292,94,0.546
27-Jun-2022,309,1706,68,0.181
28-Jun-2022,614,1436,33,0.428
29-Jun-2022,871,1058,81,0.823
30-Jun-2022,941,1100,77,0.855
01-Jul-2022,591,1460,39,0.405
04-Jul-2022,1058,907,79,1.166
05-Jul-2022,847,1183,34,0.716
06-Jul-2022,841,1139,56,0.738
07-Jul-2022,596,1305,94,0.457
08-Jul-2022,718,1247,49,0.576
11-Jul-2022,724,1234,99,0.587
12-Jul-2022,1133,796,35,1.423
13-Jul-2022,745,1218,25,0.612
14-Jul-2022,1087,888,60,1.224
15-Jul-2022,1071,863,97,1.241
18-Jul-2022,997,1058,98,0.942
19-Jul-2022,970,1021,122,0.95
20-Jul-2022,498,1528,109,0.326
21-Jul-2022,891,1200,103,0.742
22-Jul-2022,542,1433,104,0.378
25-Jul-2022,714,1310,129,0.545
26-Jul-2022,293,1794,109,0.163
27-Jul-2022,1008,905,84,1.114
28-Jul-2022,943,1121,50,0.841
29-Jul-2022,877,1203,108,0.729
01-Aug-2022,810,1150,73,0.704
02-Aug-2022,708,1281,35,0.553
03-Aug-2022,1351,598,34,2.259
04-Aug-2022,1151,753,125,1.529
05-Aug-2022,744,1213,85,0.613
08-Aug-2022,797,1294,97,0.616
09-Aug-2022,995,921,125,1.08
10-Aug-2022,1283,777,26,1.651
11-Aug-2022,516,1471,33,0.351
12-Aug-2022,629,1316,108,0.478
15-Aug-2022,924,1135,129,0.814
16-Aug-2022,796,1292,96,0.616
17-Aug-2022,177,1891,51,0.094
18-Aug-2022,1473,591,81,2.492
19-Aug-2022,765,1170,20,0.654
22-Aug-2022,756,1240,125,0.61
23-Aug-2022,949,1064,40,0.892
24-Aug-2022,933,1136,127,0.821
25-Aug-2022,866,1189,128,0.728
26-Aug-2022,785,1284,52,0.611
29-Aug-2022,900,1092,20,0.824
30-Aug-2022,871,1093,58,0.797
31-Aug-2022,1040,896,104,1.161
01-Sep-2022,1321,757,87,1.745
02-Sep-2022,1158,799,114,1.449
05-Sep-2022,1049,1030,116,1.018
06-Sep-2022,1194,751,71,1.59
07-Sep-2022,202,1826,54,0.111
08-Sep-2022,1075,963,43,1.116
09-Sep-2022,969,932,42,1.04
12-Sep-2022,384,1613,83,0.238
13-Sep-2022,798,1123,85,0.711
14-Sep-2022,392,1601,51,0.245
15-Sep-2022,1010,899,97,1.123
16-Sep-2022,818,1187,67,0.689
19-Sep-2022,752,1198,85,0.628
20-Sep-2022,689,1391,76,0.495
21-Sep-2022,1325,761,43,1.741
22-Sep-2022,881,1054,64,0.836
23-Sep-2022,1117,863,53,1.294
26-Sep-2022,1122,852,105,1.317
27-Sep-2022,1292,624,122,2.071
28-Sep-2022,96,1851,44,0.052
29-Sep-2022,1062,909,23,1.168
30-Sep-2022,242,1753,68,0.138
03-Oct-2022,1219,870,66,1.401
04-Oct-2022,483,1530,58,0.316
05-Oct-2022,963,966,116,0.997
06-Oct-2022,1267,717,35,1.767
07-Oct-2022,1106,869,39,1.273
10-Oct-2022,708,1265,113,0.56
11-Oct-2022,1372,620,33,2.213
12-Oct-2022,906,1027,65,0.882
13-Oct-2022,1275,772,75,1.652
14-Oct-2022,1347,597,112,2.256
17-Oct-2022,858,1117,119,0.768
18-Oct-2022,706,1243,58,0.568
19-Oct-2022,364,1735,72,0.21
20-Oct-2022,1523,424,81,3.592
21-Oct-2022,1396,623,98,2.241
24-Oct-2022,888,1093,26,0.812
25-Oct-2022,1174,880,86,1.334
26-Oct-2022,969,937,64,1.034
27-Oct-2022,1325,771,113,1.719
28-Oct-2022,500,1498,38,0.334
31-Oct-2022,1059,841,84,1.259
01-Nov-2022,1424,654,83,2.177
02-Nov-2022,781,1160,54,0.673
03-Nov-2022,1469,571,114,2.573
04-Nov-2022,906,1098,124,0.825
07-Nov-2022,919,1067,27,0.861
08-Nov-2022,790,1186,122,0.666
09-Nov-2022,372,1622,48,0.229
10-Nov-2022,1080,1000,77,1.08
11-Nov-2022,556,1438,104,0.387
14-Nov-2022,1118,894,124,1.251
15-Nov-2022,647,1418,70,0.456
16-Nov-2022,704,1395,61,0.505
17-Nov-2022,932,1134,55,0.822
18-Nov-2022,1167,898,123,1.3
21-Nov-2022,450,1543,45,0.292
22-Nov-2022,1256,787,124,1.596
23-Nov-2022,978,1100,64,0.889
24-Nov-2022,1495,576,119,2.595
25-Nov-2022,771,1191,23,0.647
28-Nov-2022,260,1822,65,0.143
29-Nov-2022,379,1521,83,0.249
30-Nov-2022,1077,924,105,1.166
01-Dec-2022,821,1271,98,0.646
02-Dec-2022,968,1011,97,0.957
05-Dec-2022,315,1588,31,0.198
06-Dec-2022,23,1910,117,0.012
07-Dec-2022,592,1429,46,0.414
08-Dec-2022,366,1558,64,0.235
09-Dec-2022,1133,863,105,1.313
12-Dec-2022,1028,872,51,1.179
13-Dec-2022,204,1858,77,0.11
14-Dec-2022,948,1074,60,0.883
15-Dec-2022,684,1405,26,0.487
16-Dec-2022,840,1205,108,0.697
19-Dec-2022,629,1311,95,0.48
20-Dec-2022,293,1610,91,0.182
21-Dec-2022,626,1327,116,0.472
22-Dec-2022,462,1616,51,0.286
23-Dec-2022,1389,611,61,2.273
26-Dec-2022,444,1505,53,0.295
27-Dec-2022,617,1478,126,0.417
28-Dec-2022,945,1104,62,0.856
29-Dec-2022,525,1459,126,0.36
30-Dec-2022,895,1050,128,0.852
02-Jan-2023,1237,720,59,1.718
03-Jan-2023,992,1016,60,0.976
04-Jan-2023,649,1359,47,0.478
05-Jan-2023,598,1409,79,0.424
06-Jan-2023,1172,867,62,1.352
09-Jan-2023,1245,849,76,1.466
10-Jan-2023,565,1440,39,0.392
11-Jan-2023,514,1392,59,0.369
12-Jan-2023,925,1082,104,0.855
13-Jan-2023,305,1609,106,0.19
16-Jan-2023,525,1538,126,0.341
17-Jan-2023,793,1129,26,0.702
18-Jan-2023,186,1845,115,0.101
19-Jan-2023,825,1121,84,0.736
20-Jan-2023,1010,975,112,1.036
23-Jan-2023,837,1103,63,0.759
24-Jan-2023,235,1745,84,0.135
25-Jan-2023,423,1478,116,0.286
26-Jan-2023,907,1057,84,0.858
27-Jan-2023,661,1422,70,0.465
30-Jan-2023,835,1065,108,0.784
31-Jan-2023,520,1542,32,0.337
01-Feb-2023,1105,942,32,1.173
02-Feb-2023,467,1526,78,0.306
03-Feb-2023,763,1272,32,0.6
06-Feb-2023,430,1631,106,0.264
07-Feb-2023,578,1354,105,0.427
08-Feb-2023,810,1191,33,0.68
09-Feb-2023,1019,894,22,1.14
10-Feb-2023,882,1034,20,0.853
13-Feb-2023,468,1600,82,0.292
14-Feb-2023,394,1528,56,0.258
15-Feb-2023,1180,731,129,1.614
16-Feb-2023,1047,1018,21,1.028
17-Feb-2023,1190,858,127,1.387
20-Feb-2023,719,1377,99,0.522
21-Feb-2023,411,1605,31,0.256
22-Feb-2023,1026,900,95,1.14
23-Feb-2023,715,1234,78,0.579
24-Feb-2023,555,1379,85,0.402
27-Feb-2023,1125,831,80,1.354
28-Feb-2023,475,1466,87,0.324
01-Mar-2023,908,1172,111,0.775
02-Mar-2023,463,1478,56,0.313
03-Mar-2023,372,1570,97,0.237
06-Mar-2023,899,1097,93,0.82
07-Mar-2023,864,1067,117,0.81
08-Mar-2023,784,1171,51,0.67
09-Mar-2023,81,1829,114,0.044
10-Mar-2023,800,1276,57,0.627
13-Mar-2023,823,1091,128,0.754
14-Mar-2023,468,1438,33,0.325
15-Mar-2023,566,1398,77,0.405
16-Mar-2023,813,1152,114,0.706
17-Mar-2023,539,1475,116,0.365
20-Mar-2023,1171,922,94,1.27
21-Mar-2023,1048,869,123,1.206
22-Mar-2023,929,1047,56,0.887
23-Mar-2023,882,1143,70,0.772
24-Mar-2023,862,1038,40,0.83
27-Mar-2023,446,1528,30,0.292
28-Mar-2023,1213,689,90,1.761
29-Mar-2023,1640,362,34,4.53
30-Mar-2023,1188,714,46,1.664
31-Mar-2023,864,1135,34,0.761
03-Apr-2023,1048,961,43,1.091
04-Apr-2023,411,1647,99,0.25
05-Apr-2023,937,1064,126,0.881
06-Apr-2023,838,1120,47,0.748
07-Apr-2023,1039,965,92,1.077
10-Apr-2023,436,1638,78,0.266
11-Apr-2023,835,1220,123,0.684
12-Apr-2023,839,1151,128,0.729
13-Apr-2023,1634,329,94,4.967
14-Apr-2023,981,1101,82,0.891
17-Apr-2023,454,1530,39,0.297
18-Apr-2023,888,1173,121,0.757
19-Apr-2023,458,1613,111,0.284
20-Apr-2023,575,1395,99,0.412
21-Apr-2023,744,1213,113,0.613
24-Apr-2023,920,1041,32,0.884
25-Apr-2023,1230,806,73,1.526
26-Apr-2023,1251,770,128,1.625
27-Apr-2023,1191,744,111,1.601
28-Apr-2023,1031,1065,36,0.968
01-May-2023,701,1236,69,0.567
02-May-2023,630,1385,91,0.455
03-May-2023,1058,1040,120,1.017
04-May-2023,857,1150,119,0.745
05-May-2023,1339,662,129,2.023
08-May-2023,836,1163,112,0.719
09-May-2023,689,1408,88,0.489
10-May-2023,1080,998,80,1.082
11-May-2023,960,962,118,0.998
12-May-2023,333,1702,121,0.196
15-May-2023,491,1589,47,0.309
16-May-2023,1450,502,75,2.888
17-May-2023,1007,1009,80,0.998
18-May-2023,1446,640,62,2.259
19-May-2023,836,1152,89,0.726
22-May-2023,654,1364,98,0.479
23-May-2023,122,1845,42,0.066
24-May-2023,1005,1045,35,0.962
25-May-2023,1376,685,119,2.009
26-May-2023,864,1205,113,0.717
29-May-2023,1388,704,110,1.972
30-May-2023,722,1240,97,0.582
31-May-2023,486,1431,98,0.34
01-Jun-2023,1692,248,115,6.823
02-Jun-2023,249,1826,64,0.136
05-Jun-2023,780,1238,86,0.63
06-Jun-2023,735,1315,91,0.559
07-Jun-2023,599,1347,61,0.445
08-Jun-2023,1375,707,66,1.945
09-Jun-2023,697,1377,69,0.506
12-Jun-2023,1110,879,61,1.263
13-Jun-2023,787,1237,123,0.636
14-Jun-2023,637,1311,115,0.486
15-Jun-2023,758,1310,125,0.579
16-Jun-2023,997,957,78,1.042
19-Jun-2023,1005,1044,123,0.963
20-Jun-2023,505,1518,71,0.333
21-Jun-2023,1247,799,23,1.561
22-Jun-2023,1169,860,102,1.359
23-Jun-2023,1375,719,51,1.912
26-Jun-2023,826,1211,43,0.682
27-Jun-2023,1018,956,33,1.065
28-Jun-2023,1361,595,88,2.287
29-Jun-2023,890,1183,105,0.752
